worker_id,sentence_id,aspect,source,other_dataset,asset_simplification,other_simplification,winner
A2TBXASXZIRNNW,244,meaning,"Tajikistan, Turkmenistan and Uzbekistan border Afghanistan to the North, Iran to the West, Pakistan to the South and the people's Republic of China to the East.",hsplit,"Tajikistan, Turkmenistan and Uzbekistan border Afghanistan to the North, Iran to the West, Pakistan to the South and the people's Republic of China to the East.","Tajikistan, Turkmenistan and Uzbekistan border Afghanistan to the North. Iran borders it to the West. Pakistan borders it to the South. The people's Republic of China borders it to the East.",similar
A2TBXASXZIRNNW,244,simplicity,"Tajikistan, Turkmenistan and Uzbekistan border Afghanistan to the North, Iran to the West, Pakistan to the South and the people's Republic of China to the East.",hsplit,"Tajikistan, Turkmenistan and Uzbekistan border Afghanistan to the North, Iran to the West, Pakistan to the South and the people's Republic of China to the East.","Tajikistan, Turkmenistan and Uzbekistan border Afghanistan to the North. Iran borders it to the West. Pakistan borders it to the South. The people's Republic of China borders it to the East.",similar
A2TBXASXZIRNNW,68,fluency,"Disney received a Full-Size Oscar statuette and seven miniature ones, presented to him by 10-year-old child actress Shirley temple.",hsplit,Disney got a Full-Size Oscar statue and seven small ones. child actress Shirley temple gave them to him.,Disney received a Full-Size Oscar statuette and seven miniature ones. These were presented to him by 10-year-old child actress Shirley temple.,similar
A2TBXASXZIRNNW,68,meaning,"Disney received a Full-Size Oscar statuette and seven miniature ones, presented to him by 10-year-old child actress Shirley temple.",hsplit,Disney got a Full-Size Oscar statue and seven small ones. child actress Shirley temple gave them to him.,Disney received a Full-Size Oscar statuette and seven miniature ones. These were presented to him by 10-year-old child actress Shirley temple.,similar
A2TBXASXZIRNNW,68,simplicity,"Disney received a Full-Size Oscar statuette and seven miniature ones, presented to him by 10-year-old child actress Shirley temple.",hsplit,Disney got a Full-Size Oscar statue and seven small ones. child actress Shirley temple gave them to him.,Disney received a Full-Size Oscar statuette and seven miniature ones. These were presented to him by 10-year-old child actress Shirley temple.,similar
A2TBXASXZIRNNW,278,fluency,Geography the town lies in the Limmat Valley between Baden and Zürich.,hsplit,The town is in the Limmat Valley between Baden and Zurich.,Geography the town lies in the Limmat valley. It is between Baden and Zürich.,similar
A2TBXASXZIRNNW,278,meaning,Geography the town lies in the Limmat Valley between Baden and Zürich.,hsplit,The town is in the Limmat Valley between Baden and Zurich.,Geography the town lies in the Limmat valley. It is between Baden and Zürich.,hsplit
A2TBXASXZIRNNW,278,simplicity,Geography the town lies in the Limmat Valley between Baden and Zürich.,hsplit,The town is in the Limmat Valley between Baden and Zurich.,Geography the town lies in the Limmat valley. It is between Baden and Zürich.,similar
A2TBXASXZIRNNW,232,fluency,Thereafter the county's administration was conducted at Duns or Lauder until Greenlaw became the county town in 1596.,hsplit,Thereafter the county was administered from Duns or Lauder until Greenlaw became the county town in 1596.,Thereafter the county's administration was conducted at Duns or Lauder. This was until Greenlaw became the county town in 1596.,similar
A2TBXASXZIRNNW,232,meaning,Thereafter the county's administration was conducted at Duns or Lauder until Greenlaw became the county town in 1596.,hsplit,Thereafter the county was administered from Duns or Lauder until Greenlaw became the county town in 1596.,Thereafter the county's administration was conducted at Duns or Lauder. This was until Greenlaw became the county town in 1596.,similar
A2TBXASXZIRNNW,232,simplicity,Thereafter the county's administration was conducted at Duns or Lauder until Greenlaw became the county town in 1596.,hsplit,Thereafter the county was administered from Duns or Lauder until Greenlaw became the county town in 1596.,Thereafter the county's administration was conducted at Duns or Lauder. This was until Greenlaw became the county town in 1596.,similar
A1SX8IVV82M0LW,90,fluency,"Their eyes are quite small, and their visual Acuity is poor.",hsplit,"Their eyes are small, and their visual Acuity is poor.",Their eyes are quite small. their visual Acuity is also poor.,asset
A1SX8IVV82M0LW,90,meaning,"Their eyes are quite small, and their visual Acuity is poor.",hsplit,"Their eyes are small, and their visual Acuity is poor.",Their eyes are quite small. their visual Acuity is also poor.,asset
A1SX8IVV82M0LW,90,simplicity,"Their eyes are quite small, and their visual Acuity is poor.",hsplit,"Their eyes are small, and their visual Acuity is poor.",Their eyes are quite small. their visual Acuity is also poor.,asset
A1SX8IVV82M0LW,7,fluency,"Since 2000, the recipient of the Kate Greenaway medal has also been presented with the Colin Mears award to the value of £5000.",hsplit,"Since 2000, the recipient of the Kate Greenaway medal has also been given the Colin Mears award.","Since 2000, the recipient of the Kate Greenaway medal has also been presented with the Colin Mears award. The Colin Mears award has a value of £5000.",hsplit
A1SX8IVV82M0LW,7,meaning,"Since 2000, the recipient of the Kate Greenaway medal has also been presented with the Colin Mears award to the value of £5000.",hsplit,"Since 2000, the recipient of the Kate Greenaway medal has also been given the Colin Mears award.","Since 2000, the recipient of the Kate Greenaway medal has also been presented with the Colin Mears award. The Colin Mears award has a value of £5000.",hsplit
A1SX8IVV82M0LW,7,simplicity,"Since 2000, the recipient of the Kate Greenaway medal has also been presented with the Colin Mears award to the value of £5000.",hsplit,"Since 2000, the recipient of the Kate Greenaway medal has also been given the Colin Mears award.","Since 2000, the recipient of the Kate Greenaway medal has also been presented with the Colin Mears award. The Colin Mears award has a value of £5000.",hsplit
A1SX8IVV82M0LW,116,fluency,"In 1998, Culver ran for Iowa Secretary of State and was victorious.",hsplit,"In 1998, Culver ran for Iowa Secretary of state. He won the election.","In 1998, Culver ran for Iowa Secretary of state. He was victorious.",asset
A1SX8IVV82M0LW,116,meaning,"In 1998, Culver ran for Iowa Secretary of State and was victorious.",hsplit,"In 1998, Culver ran for Iowa Secretary of state. He won the election.","In 1998, Culver ran for Iowa Secretary of state. He was victorious.",asset
A1SX8IVV82M0LW,116,simplicity,"In 1998, Culver ran for Iowa Secretary of State and was victorious.",hsplit,"In 1998, Culver ran for Iowa Secretary of state. He won the election.","In 1998, Culver ran for Iowa Secretary of state. He was victorious.",asset
A1SX8IVV82M0LW,92,fluency,Oregano is an indispensable ingredient in Greek cuisine.,hsplit,Oregano is an Essentlal ingredient in Greek cooking.,Oregano is an indispensable ingredient in Greek cuisine.,asset
A1SX8IVV82M0LW,92,meaning,Oregano is an indispensable ingredient in Greek cuisine.,hsplit,Oregano is an Essentlal ingredient in Greek cooking.,Oregano is an indispensable ingredient in Greek cuisine.,hsplit
A1SX8IVV82M0LW,92,simplicity,Oregano is an indispensable ingredient in Greek cuisine.,hsplit,Oregano is an Essentlal ingredient in Greek cooking.,Oregano is an indispensable ingredient in Greek cuisine.,asset
A1SX8IVV82M0LW,341,fluency,"Winchester is a city in Scott County, Illinois, United States.",hsplit,"Winchester is in Scott city, Illinois, United States.","Winchester is a city in Scott County, Illinois, United States.",hsplit
A1SX8IVV82M0LW,341,meaning,"Winchester is a city in Scott County, Illinois, United States.",hsplit,"Winchester is in Scott city, Illinois, United States.","Winchester is a city in Scott County, Illinois, United States.",hsplit
A1SX8IVV82M0LW,341,simplicity,"Winchester is a city in Scott County, Illinois, United States.",hsplit,"Winchester is in Scott city, Illinois, United States.","Winchester is a city in Scott County, Illinois, United States.",hsplit
A1SX8IVV82M0LW,39,fluency,He advocates applying a User-Centered design process in product development cycles and also works towards Popularizing interaction design as a mainstream discipline.,hsplit,He suggests a user process in the development cycle and wants to Popularize an interaction design.,He advocates applying a User-Centered design process in product development cycles. He also works towards Popularizing interaction design as a mainstream discipline.,hsplit
A1SX8IVV82M0LW,39,meaning,He advocates applying a User-Centered design process in product development cycles and also works towards Popularizing interaction design as a mainstream discipline.,hsplit,He suggests a user process in the development cycle and wants to Popularize an interaction design.,He advocates applying a User-Centered design process in product development cycles. He also works towards Popularizing interaction design as a mainstream discipline.,hsplit
A1SX8IVV82M0LW,39,simplicity,He advocates applying a User-Centered design process in product development cycles and also works towards Popularizing interaction design as a mainstream discipline.,hsplit,He suggests a user process in the development cycle and wants to Popularize an interaction design.,He advocates applying a User-Centered design process in product development cycles. He also works towards Popularizing interaction design as a mainstream discipline.,asset
A1SX8IVV82M0LW,163,fluency,"Origin Irmo was chartered on Christmas Eve in 1890 in response to the opening of the Columbia, Newberry and Laurens railroad.",hsplit,Origin Irmo was created on Christmas Eve in 1890.,"Origin Irmo was chartered on Christmas Eve. It happened in 1890. it was in response to the opening of the Columbia, Newberry and Laurens railroad.",hsplit
A1SX8IVV82M0LW,163,meaning,"Origin Irmo was chartered on Christmas Eve in 1890 in response to the opening of the Columbia, Newberry and Laurens railroad.",hsplit,Origin Irmo was created on Christmas Eve in 1890.,"Origin Irmo was chartered on Christmas Eve. It happened in 1890. it was in response to the opening of the Columbia, Newberry and Laurens railroad.",hsplit
A1SX8IVV82M0LW,163,simplicity,"Origin Irmo was chartered on Christmas Eve in 1890 in response to the opening of the Columbia, Newberry and Laurens railroad.",hsplit,Origin Irmo was created on Christmas Eve in 1890.,"Origin Irmo was chartered on Christmas Eve. It happened in 1890. it was in response to the opening of the Columbia, Newberry and Laurens railroad.",asset
A1SX8IVV82M0LW,306,fluency,"The latter provided audiences with the sort of information later provided by Intertitles, and can help historians imagine what the film may have been like.",hsplit,Audiences of the film received extra information wile watching the film.,The latter provided audiences with the sort of information later provided by Intertitles. This can help historians imagine what the film may have been like.,hsplit
A1SX8IVV82M0LW,306,meaning,"The latter provided audiences with the sort of information later provided by Intertitles, and can help historians imagine what the film may have been like.",hsplit,Audiences of the film received extra information wile watching the film.,The latter provided audiences with the sort of information later provided by Intertitles. This can help historians imagine what the film may have been like.,hsplit
A1SX8IVV82M0LW,306,simplicity,"The latter provided audiences with the sort of information later provided by Intertitles, and can help historians imagine what the film may have been like.",hsplit,Audiences of the film received extra information wile watching the film.,The latter provided audiences with the sort of information later provided by Intertitles. This can help historians imagine what the film may have been like.,asset
A1SX8IVV82M0LW,346,fluency,"Gimnasia hired first famed Colombian Trainer Francisco Maturana, and then Julio César Falcioni, but both had limited success.",hsplit,"First, Gimnasia hired a famous Colombian Trainer, Francisco Maturana. Then they hired Julio Cesar Falcioni. Neither was very successful.","Gimnasia hired first a famed Colombian Trainer. his name was Francisco Maturana. later they hired Julio César Falcioni. However, both had limited success.",hsplit
A1SX8IVV82M0LW,346,meaning,"Gimnasia hired first famed Colombian Trainer Francisco Maturana, and then Julio César Falcioni, but both had limited success.",hsplit,"First, Gimnasia hired a famous Colombian Trainer, Francisco Maturana. Then they hired Julio Cesar Falcioni. Neither was very successful.","Gimnasia hired first a famed Colombian Trainer. his name was Francisco Maturana. later they hired Julio César Falcioni. However, both had limited success.",hsplit
A1SX8IVV82M0LW,346,simplicity,"Gimnasia hired first famed Colombian Trainer Francisco Maturana, and then Julio César Falcioni, but both had limited success.",hsplit,"First, Gimnasia hired a famous Colombian Trainer, Francisco Maturana. Then they hired Julio Cesar Falcioni. Neither was very successful.","Gimnasia hired first a famed Colombian Trainer. his name was Francisco Maturana. later they hired Julio César Falcioni. However, both had limited success.",hsplit
A1SX8IVV82M0LW,132,fluency,"Unlike the clouds on earth, however, which are composed of crystals of ice, Neptune's Cirrus clouds are made up of crystals of frozen methane.",hsplit,"Unlike the clouds on earth, which are made of ice crystals, Neptune's Cirrus clouds are made of frozen methane crystals.","The clouds on earth are composed of crystals of ice. Neptune's Cirrus clouds, however, are made up of crystals of frozen methane.",asset
A1SX8IVV82M0LW,132,meaning,"Unlike the clouds on earth, however, which are composed of crystals of ice, Neptune's Cirrus clouds are made up of crystals of frozen methane.",hsplit,"Unlike the clouds on earth, which are made of ice crystals, Neptune's Cirrus clouds are made of frozen methane crystals.","The clouds on earth are composed of crystals of ice. Neptune's Cirrus clouds, however, are made up of crystals of frozen methane.",asset
A1SX8IVV82M0LW,132,simplicity,"Unlike the clouds on earth, however, which are composed of crystals of ice, Neptune's Cirrus clouds are made up of crystals of frozen methane.",hsplit,"Unlike the clouds on earth, which are made of ice crystals, Neptune's Cirrus clouds are made of frozen methane crystals.","The clouds on earth are composed of crystals of ice. Neptune's Cirrus clouds, however, are made up of crystals of frozen methane.",asset
A2TBXASXZIRNNW,78,fluency,"Historically, the sensations of itch and pain have not been considered to be independent of each other until recently, where it was found that itch has several features in common with pain, but exhibits notable differences.",hsplit,"Historically, itching and pain have n't be considered independent of each other until recently. It was found itch has some features in common with pain, but has differences as well.","Historically, the sensations of itch and pain have not been considered to be independent of each other. This was until recently. recently it was found that itch has several features in common with pain. However, it exhibits notable differences.",asset
A2TBXASXZIRNNW,78,meaning,"Historically, the sensations of itch and pain have not been considered to be independent of each other until recently, where it was found that itch has several features in common with pain, but exhibits notable differences.",hsplit,"Historically, itching and pain have n't be considered independent of each other until recently. It was found itch has some features in common with pain, but has differences as well.","Historically, the sensations of itch and pain have not been considered to be independent of each other. This was until recently. recently it was found that itch has several features in common with pain. However, it exhibits notable differences.",hsplit
A2TBXASXZIRNNW,78,simplicity,"Historically, the sensations of itch and pain have not been considered to be independent of each other until recently, where it was found that itch has several features in common with pain, but exhibits notable differences.",hsplit,"Historically, itching and pain have n't be considered independent of each other until recently. It was found itch has some features in common with pain, but has differences as well.","Historically, the sensations of itch and pain have not been considered to be independent of each other. This was until recently. recently it was found that itch has several features in common with pain. However, it exhibits notable differences.",asset
A2TBXASXZIRNNW,44,fluency,"Formal minor planet designations are Number-Name combinations Overseen by the minor planet center, a branch of the Iau.",hsplit,"The minor planet center, a branch of the Iau, is responsible for giving minor planets Number-Name combinations.",Formal minor planet designations are Number-Name combinations. They are Overseen by the minor planet center. The minor planet center is a branch of the Iau.,asset
A2TBXASXZIRNNW,44,meaning,"Formal minor planet designations are Number-Name combinations Overseen by the minor planet center, a branch of the Iau.",hsplit,"The minor planet center, a branch of the Iau, is responsible for giving minor planets Number-Name combinations.",Formal minor planet designations are Number-Name combinations. They are Overseen by the minor planet center. The minor planet center is a branch of the Iau.,asset
A2TBXASXZIRNNW,44,simplicity,"Formal minor planet designations are Number-Name combinations Overseen by the minor planet center, a branch of the Iau.",hsplit,"The minor planet center, a branch of the Iau, is responsible for giving minor planets Number-Name combinations.",Formal minor planet designations are Number-Name combinations. They are Overseen by the minor planet center. The minor planet center is a branch of the Iau.,asset
A2TBXASXZIRNNW,17,fluency,Admission to Tsinghua is extremely competitive.,hsplit,To get into Tsinghua is really hard.,Admission to Tsinghua is extremely competitive.,similar
A2TBXASXZIRNNW,17,meaning,Admission to Tsinghua is extremely competitive.,hsplit,To get into Tsinghua is really hard.,Admission to Tsinghua is extremely competitive.,hsplit
A2TBXASXZIRNNW,17,simplicity,Admission to Tsinghua is extremely competitive.,hsplit,To get into Tsinghua is really hard.,Admission to Tsinghua is extremely competitive.,similar
A2TBXASXZIRNNW,41,fluency,Working group I: assesses scientific aspects of the climate system and climate change.,hsplit,Group 1: evaluate climate change and systems.,"Working group I: assesses scientific aspects of the climate system. Also, assess scientific aspects of climate change.",asset
A2TBXASXZIRNNW,41,meaning,Working group I: assesses scientific aspects of the climate system and climate change.,hsplit,Group 1: evaluate climate change and systems.,"Working group I: assesses scientific aspects of the climate system. Also, assess scientific aspects of climate change.",hsplit
A2TBXASXZIRNNW,41,simplicity,Working group I: assesses scientific aspects of the climate system and climate change.,hsplit,Group 1: evaluate climate change and systems.,"Working group I: assesses scientific aspects of the climate system. Also, assess scientific aspects of climate change.",asset
A2TBXASXZIRNNW,127,fluency,"The wave traveled across the Atlantic, and organized into a tropical depression off the northern coast of Haiti on September 13.",hsplit,The wave went across the ocean and became a tropical depression near Haiti on September 13th.,The wave traveled across the Atlantic. It then organized into a tropical depression. It happened off the northern coast of Haiti. The date was September 13.,asset
A2TBXASXZIRNNW,127,meaning,"The wave traveled across the Atlantic, and organized into a tropical depression off the northern coast of Haiti on September 13.",hsplit,The wave went across the ocean and became a tropical depression near Haiti on September 13th.,The wave traveled across the Atlantic. It then organized into a tropical depression. It happened off the northern coast of Haiti. The date was September 13.,similar
A2TBXASXZIRNNW,127,simplicity,"The wave traveled across the Atlantic, and organized into a tropical depression off the northern coast of Haiti on September 13.",hsplit,The wave went across the ocean and became a tropical depression near Haiti on September 13th.,The wave traveled across the Atlantic. It then organized into a tropical depression. It happened off the northern coast of Haiti. The date was September 13.,asset
A2TBXASXZIRNNW,270,fluency,The conference papers were published the next year in a Bookmicroeconomic foundations of employment and inflation theory by Phelps et al.,hsplit,Microeconomic foundations of employment and inflation theory by Phelps et al. contained the conference papers.,The conference papers were published the next year in a book. The book ’ s title is ​ Microeconomic foundations of employment and inflation theory. The authors were Phelps et al.,asset
A2TBXASXZIRNNW,270,meaning,The conference papers were published the next year in a Bookmicroeconomic foundations of employment and inflation theory by Phelps et al.,hsplit,Microeconomic foundations of employment and inflation theory by Phelps et al. contained the conference papers.,The conference papers were published the next year in a book. The book ’ s title is ​ Microeconomic foundations of employment and inflation theory. The authors were Phelps et al.,similar
A2TBXASXZIRNNW,270,simplicity,The conference papers were published the next year in a Bookmicroeconomic foundations of employment and inflation theory by Phelps et al.,hsplit,Microeconomic foundations of employment and inflation theory by Phelps et al. contained the conference papers.,The conference papers were published the next year in a book. The book ’ s title is ​ Microeconomic foundations of employment and inflation theory. The authors were Phelps et al.,asset
A2TBXASXZIRNNW,165,fluency,"In the years before his final release in 1474, when he began preparations for the Reconquest of Wallachia, Vlad resided with his new wife in a house in the Hungarian capital.",hsplit,"In the years before his final release in 1474, when he began preparing to Reconquer Wallachia, Vlad resided with his new wife in the Hungarian capital.","In the years before his final release in 1474, Vlad resided with his new wife in a house in the Hungarian capital. This was when he began preparations for the Reconquest of Wallachia.",similar
A2TBXASXZIRNNW,165,meaning,"In the years before his final release in 1474, when he began preparations for the Reconquest of Wallachia, Vlad resided with his new wife in a house in the Hungarian capital.",hsplit,"In the years before his final release in 1474, when he began preparing to Reconquer Wallachia, Vlad resided with his new wife in the Hungarian capital.","In the years before his final release in 1474, Vlad resided with his new wife in a house in the Hungarian capital. This was when he began preparations for the Reconquest of Wallachia.",similar
A2TBXASXZIRNNW,165,simplicity,"In the years before his final release in 1474, when he began preparations for the Reconquest of Wallachia, Vlad resided with his new wife in a house in the Hungarian capital.",hsplit,"In the years before his final release in 1474, when he began preparing to Reconquer Wallachia, Vlad resided with his new wife in the Hungarian capital.","In the years before his final release in 1474, Vlad resided with his new wife in a house in the Hungarian capital. This was when he began preparations for the Reconquest of Wallachia.",similar
A2TBXASXZIRNNW,45,fluency,"By early on September 30, wind shear began to dramatically increase and a weakening trend began.",hsplit,"By September 30, wind shear began to increase and weakening began.","By early on September 30, wind shear began to dramatically increase. A weakening trend began.",asset
A2TBXASXZIRNNW,45,meaning,"By early on September 30, wind shear began to dramatically increase and a weakening trend began.",hsplit,"By September 30, wind shear began to increase and weakening began.","By early on September 30, wind shear began to dramatically increase. A weakening trend began.",hsplit
A2TBXASXZIRNNW,45,simplicity,"By early on September 30, wind shear began to dramatically increase and a weakening trend began.",hsplit,"By September 30, wind shear began to increase and weakening began.","By early on September 30, wind shear began to dramatically increase. A weakening trend began.",asset
A2TBXASXZIRNNW,18,fluency,"Today NRC is organised as an independent, private foundation.",hsplit,"Nrc is an independent, private foundation.",Today NRC is organised as an independent foundation. The foundation is private.,asset
A2TBXASXZIRNNW,18,meaning,"Today NRC is organised as an independent, private foundation.",hsplit,"Nrc is an independent, private foundation.",Today NRC is organised as an independent foundation. The foundation is private.,hsplit
A2TBXASXZIRNNW,18,simplicity,"Today NRC is organised as an independent, private foundation.",hsplit,"Nrc is an independent, private foundation.",Today NRC is organised as an independent foundation. The foundation is private.,asset
A2TBXASXZIRNNW,5,fluency,"There he died six weeks later, on 13 January 888.",hsplit,He died in January 888.,That was the place he died. It happened six weeks later. It was on 13 January 888.,hsplit
A2TBXASXZIRNNW,5,meaning,"There he died six weeks later, on 13 January 888.",hsplit,He died in January 888.,That was the place he died. It happened six weeks later. It was on 13 January 888.,hsplit
A2TBXASXZIRNNW,5,simplicity,"There he died six weeks later, on 13 January 888.",hsplit,He died in January 888.,That was the place he died. It happened six weeks later. It was on 13 January 888.,asset
A28SYXQL3YOKVL,353,fluency,"This quantitative measure indicates how much of a particular drug or other substance( inhibitor) is needed to inhibit a given biological process( or component of a process, I.E. An enzyme, cell, cell receptor or microorganism) by half.",hsplit,Quantitative measures are used to determine the ingredients needed for biological processes.,"This quantitative measure indicates how much of a particular drug or other substance( inhibitor) is needed to inhibit a given biological process( or component of a process, I.E. An enzyme, cell, cell receptor or microorganism) by half.",asset
A28SYXQL3YOKVL,353,meaning,"This quantitative measure indicates how much of a particular drug or other substance( inhibitor) is needed to inhibit a given biological process( or component of a process, I.E. An enzyme, cell, cell receptor or microorganism) by half.",hsplit,Quantitative measures are used to determine the ingredients needed for biological processes.,"This quantitative measure indicates how much of a particular drug or other substance( inhibitor) is needed to inhibit a given biological process( or component of a process, I.E. An enzyme, cell, cell receptor or microorganism) by half.",hsplit
A28SYXQL3YOKVL,353,simplicity,"This quantitative measure indicates how much of a particular drug or other substance( inhibitor) is needed to inhibit a given biological process( or component of a process, I.E. An enzyme, cell, cell receptor or microorganism) by half.",hsplit,Quantitative measures are used to determine the ingredients needed for biological processes.,"This quantitative measure indicates how much of a particular drug or other substance( inhibitor) is needed to inhibit a given biological process( or component of a process, I.E. An enzyme, cell, cell receptor or microorganism) by half.",asset
A28SYXQL3YOKVL,281,fluency,The Prime Minister stays in office only as long as he or she retains the support of the lower house.,hsplit,The Prime Minister can stay in office as long as they have the support of the lower house.,The Prime Minister stays in office only as long as he or she retains the support of the lower house.,asset
A28SYXQL3YOKVL,281,meaning,The Prime Minister stays in office only as long as he or she retains the support of the lower house.,hsplit,The Prime Minister can stay in office as long as they have the support of the lower house.,The Prime Minister stays in office only as long as he or she retains the support of the lower house.,similar
A28SYXQL3YOKVL,281,simplicity,The Prime Minister stays in office only as long as he or she retains the support of the lower house.,hsplit,The Prime Minister can stay in office as long as they have the support of the lower house.,The Prime Minister stays in office only as long as he or she retains the support of the lower house.,asset
A28SYXQL3YOKVL,205,fluency,"Plot captain Caleb Holt( Kirk Cameron) is a firefighter in Albany, Georgia and firmly keeps the cardinal rule of all firemen, ""never leave your partner behind"".",hsplit,"Captain Caleb Holt( Kirk Cameron) is a firefighter in Albany, Georgia.","Plot captain Caleb Holt( Kirk Cameron) is a firefighter in Albany, Georgia. He firmly keeps the cardinal rule of all firemen, ""never leave your partner behind"".",asset
A28SYXQL3YOKVL,205,meaning,"Plot captain Caleb Holt( Kirk Cameron) is a firefighter in Albany, Georgia and firmly keeps the cardinal rule of all firemen, ""never leave your partner behind"".",hsplit,"Captain Caleb Holt( Kirk Cameron) is a firefighter in Albany, Georgia.","Plot captain Caleb Holt( Kirk Cameron) is a firefighter in Albany, Georgia. He firmly keeps the cardinal rule of all firemen, ""never leave your partner behind"".",hsplit
A28SYXQL3YOKVL,205,simplicity,"Plot captain Caleb Holt( Kirk Cameron) is a firefighter in Albany, Georgia and firmly keeps the cardinal rule of all firemen, ""never leave your partner behind"".",hsplit,"Captain Caleb Holt( Kirk Cameron) is a firefighter in Albany, Georgia.","Plot captain Caleb Holt( Kirk Cameron) is a firefighter in Albany, Georgia. He firmly keeps the cardinal rule of all firemen, ""never leave your partner behind"".",asset
A28SYXQL3YOKVL,109,fluency,"In 1438 Trevi passed under the temporal rule of the church as part of the legation of Perugia, and thenceforth its history merges first with that of the States of the church, then( 1860) with the United Kingdom of Italy.",hsplit,Trevi passed under the temporal rule of the church in 1438. its history merged with the States of the church and the United Kingdom of Italy.,"In 1438 Trevi passed under the temporal rule of the church. It was part of the legation of Perugia, and thenceforth its history merges with that of the States of the church. In 1860, its history next merges with the United Kingdom of Italy.",similar
A28SYXQL3YOKVL,109,meaning,"In 1438 Trevi passed under the temporal rule of the church as part of the legation of Perugia, and thenceforth its history merges first with that of the States of the church, then( 1860) with the United Kingdom of Italy.",hsplit,Trevi passed under the temporal rule of the church in 1438. its history merged with the States of the church and the United Kingdom of Italy.,"In 1438 Trevi passed under the temporal rule of the church. It was part of the legation of Perugia, and thenceforth its history merges with that of the States of the church. In 1860, its history next merges with the United Kingdom of Italy.",hsplit
A28SYXQL3YOKVL,109,simplicity,"In 1438 Trevi passed under the temporal rule of the church as part of the legation of Perugia, and thenceforth its history merges first with that of the States of the church, then( 1860) with the United Kingdom of Italy.",hsplit,Trevi passed under the temporal rule of the church in 1438. its history merged with the States of the church and the United Kingdom of Italy.,"In 1438 Trevi passed under the temporal rule of the church. It was part of the legation of Perugia, and thenceforth its history merges with that of the States of the church. In 1860, its history next merges with the United Kingdom of Italy.",asset
A28SYXQL3YOKVL,240,fluency,Human skin hues can range from very dark Brown to very pale pink.,hsplit,The color of human skin ranges from light pink to dark brown.,Human skin hues can vary. the range can be from very dark Brown to very pale pink.,asset
A28SYXQL3YOKVL,240,meaning,Human skin hues can range from very dark Brown to very pale pink.,hsplit,The color of human skin ranges from light pink to dark brown.,Human skin hues can vary. the range can be from very dark Brown to very pale pink.,asset
A28SYXQL3YOKVL,240,simplicity,Human skin hues can range from very dark Brown to very pale pink.,hsplit,The color of human skin ranges from light pink to dark brown.,Human skin hues can vary. the range can be from very dark Brown to very pale pink.,asset
A28SYXQL3YOKVL,182,fluency,"In December, 1967, ten boom was honored as one of the righteous among the nations by the state of Israel.",hsplit,"In December, 1967, ten boom was given an award for an honest among the countries by the state of Israel.","In December, 1967, ten boom was honored as one of the righteous among the nations by the state of Israel.",hsplit
A28SYXQL3YOKVL,182,meaning,"In December, 1967, ten boom was honored as one of the righteous among the nations by the state of Israel.",hsplit,"In December, 1967, ten boom was given an award for an honest among the countries by the state of Israel.","In December, 1967, ten boom was honored as one of the righteous among the nations by the state of Israel.",hsplit
A28SYXQL3YOKVL,182,simplicity,"In December, 1967, ten boom was honored as one of the righteous among the nations by the state of Israel.",hsplit,"In December, 1967, ten boom was given an award for an honest among the countries by the state of Israel.","In December, 1967, ten boom was honored as one of the righteous among the nations by the state of Israel.",hsplit
A28SYXQL3YOKVL,159,fluency,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.",hsplit,He came from a family where his mom was a singer and administrative assistant and his dad a band director named Keith Brion at Yale.,"He came from a musical family. his mother, Larue, was an administrative assistant and singer. his father, Keith Brion, was a band director at Yale.",asset
A28SYXQL3YOKVL,159,meaning,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.",hsplit,He came from a family where his mom was a singer and administrative assistant and his dad a band director named Keith Brion at Yale.,"He came from a musical family. his mother, Larue, was an administrative assistant and singer. his father, Keith Brion, was a band director at Yale.",similar
A28SYXQL3YOKVL,159,simplicity,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.",hsplit,He came from a family where his mom was a singer and administrative assistant and his dad a band director named Keith Brion at Yale.,"He came from a musical family. his mother, Larue, was an administrative assistant and singer. his father, Keith Brion, was a band director at Yale.",asset
A28SYXQL3YOKVL,312,fluency,A Mutant is a type of fictional character that appears in comic books published by marvel Comics.,hsplit,A Mutant is an imaginary character in marvel comic books.,A Mutant is a type of fictional character that appears in comic books. It only appears in comic books published by marvel Comics.,asset
A28SYXQL3YOKVL,312,meaning,A Mutant is a type of fictional character that appears in comic books published by marvel Comics.,hsplit,A Mutant is an imaginary character in marvel comic books.,A Mutant is a type of fictional character that appears in comic books. It only appears in comic books published by marvel Comics.,hsplit
A28SYXQL3YOKVL,312,simplicity,A Mutant is a type of fictional character that appears in comic books published by marvel Comics.,hsplit,A Mutant is an imaginary character in marvel comic books.,A Mutant is a type of fictional character that appears in comic books. It only appears in comic books published by marvel Comics.,asset
A28SYXQL3YOKVL,277,fluency,"Mercury is similar in appearance to the moon: it is heavily cratered with regions of smooth Plains, has no natural satellites and no substantial atmosphere.",hsplit,Mercury looks like the moon. It has many craters with areas of smooth Plains. It also has no natural satellites and not much atmosphere.,Mercury is similar in appearance to the moon. It is heavily cratered with regions of smooth plain. It has no natural satellites and no substantial atmosphere.,asset
