original,simplification,original_sentence_id,aspect,worker_id,rating
"The wave traveled across the Atlantic, and organized into a tropical depression off the northern coast of Haiti on September 13.","Traveled, and the wave organized.",127,simplicity,1,0
"The wave traveled across the Atlantic, and organized into a tropical depression off the northern coast of Haiti on September 13.","Traveled, and the wave organized.",127,meaning,1,0
"The wave traveled across the Atlantic, and organized into a tropical depression off the northern coast of Haiti on September 13.","Traveled, and the wave organized.",127,simplicity,8,0
"The wave traveled across the Atlantic, and organized into a tropical depression off the northern coast of Haiti on September 13.","Traveled, and the wave organized.",127,fluency,1,10
"The wave traveled across the Atlantic, and organized into a tropical depression off the northern coast of Haiti on September 13.","Traveled, and the wave organized.",127,meaning,14,0
"The wave traveled across the Atlantic, and organized into a tropical depression off the northern coast of Haiti on September 13.","Traveled, and the wave organized.",127,fluency,2,8
"The wave traveled across the Atlantic, and organized into a tropical depression off the northern coast of Haiti on September 13.","Traveled, and the wave organized.",127,fluency,28,50
"The wave traveled across the Atlantic, and organized into a tropical depression off the northern coast of Haiti on September 13.","Traveled, and the wave organized.",127,simplicity,6,0
"The wave traveled across the Atlantic, and organized into a tropical depression off the northern coast of Haiti on September 13.","Traveled, and the wave organized.",127,meaning,2,7
"The wave traveled across the Atlantic, and organized into a tropical depression off the northern coast of Haiti on September 13.","Traveled, and the wave organized.",127,fluency,11,7
"The wave traveled across the Atlantic, and organized into a tropical depression off the northern coast of Haiti on September 13.","Traveled, and the wave organized.",127,simplicity,2,7
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,meaning,0,4
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,fluency,0,8
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,simplicity,3,0
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,fluency,27,0
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,simplicity,19,2
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,meaning,19,5
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,fluency,20,13
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,fluency,19,4
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,fluency,4,25
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,simplicity,18,28
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,meaning,18,29
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,fluency,18,32
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,simplicity,7,13
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,meaning,7,9
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,simplicity,27,0
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,meaning,3,99
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,fluency,7,35
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,simplicity,4,24
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,meaning,4,44
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,fluency,8,10
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,meaning,8,26
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,simplicity,13,30
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,meaning,13,10
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,fluency,13,5
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,fluency,6,0
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,simplicity,8,0
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,simplicity,0,6
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,fluency,14,0
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,simplicity,14,0
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,fluency,28,100
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,meaning,28,45
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,simplicity,28,55
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,fluency,3,85
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,meaning,14,8
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,fluency,15,33
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,meaning,27,0
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,simplicity,20,10
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,meaning,11,9
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,fluency,11,93
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,meaning,15,42
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,meaning,6,100
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,simplicity,15,19
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,meaning,20,17
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,simplicity,6,0
Their participation is limited until they reach legal adulthood.,Their role is limited as long as they meet legal adult.,133,simplicity,11,5
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,fluency,28,100
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,meaning,28,70
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,simplicity,28,100
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,simplicity,13,90
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,simplicity,7,79
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,simplicity,15,83
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,fluency,27,65
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,fluency,13,95
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,meaning,2,92
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,simplicity,19,46
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,meaning,13,15
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,fluency,7,100
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,meaning,6,75
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,fluency,23,80
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,fluency,8,100
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,fluency,11,86
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,meaning,8,22
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,simplicity,8,0
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,meaning,27,72
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,simplicity,14,0
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,simplicity,6,100
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,meaning,14,0
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,simplicity,27,46
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,simplicity,5,72
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,meaning,5,80
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,fluency,5,86
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,fluency,2,92
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,fluency,6,100
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,fluency,14,0
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,meaning,23,30
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,meaning,11,56
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,fluency,3,100
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,meaning,19,91
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,simplicity,1,60
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,meaning,1,100
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,fluency,19,100
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,fluency,1,100
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,meaning,3,100
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,simplicity,3,100
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,simplicity,11,48
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,simplicity,2,90
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,fluency,15,85
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,meaning,15,87
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,meaning,7,58
"Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.","Development stable releases are rare, but there are often subversion snapshots.",134,simplicity,23,100
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,simplicity,29,1
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,fluency,14,0
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,meaning,14,0
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,meaning,28,21
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,simplicity,23,1
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,fluency,15,3
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,fluency,0,72
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,meaning,23,1
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,meaning,5,4
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,fluency,28,13
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,simplicity,13,0
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,meaning,13,0
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,simplicity,27,0
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,simplicity,0,2
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,meaning,15,4
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,simplicity,12,14
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,meaning,0,7
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,meaning,29,1
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,fluency,27,0
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,meaning,27,0
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,fluency,5,4
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,simplicity,7,0
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,fluency,23,2
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,simplicity,8,0
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,fluency,3,0
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,meaning,7,0
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,fluency,13,0
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,fluency,7,0
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,simplicity,28,14
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,meaning,3,0
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,meaning,20,7
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,meaning,6,0
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,fluency,6,0
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,fluency,12,15
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,simplicity,20,6
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,simplicity,3,0
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,meaning,12,6
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,simplicity,14,0
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,simplicity,6,0
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,fluency,8,0
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,simplicity,15,2
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,fluency,20,7
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,meaning,8,0
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,simplicity,5,12
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).",", the two Bolsheviks demolished and 1783-1807).",136,fluency,29,1
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,meaning,19,38
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,fluency,19,78
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,simplicity,11,10
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,simplicity,9,95
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,fluency,14,99
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,simplicity,19,100
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,fluency,9,95
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,meaning,9,74
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,fluency,11,10
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,meaning,11,8
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,meaning,8,6
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,meaning,3,12
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,fluency,25,92
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,meaning,25,25
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,simplicity,25,100
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,fluency,6,24
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,meaning,6,19
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,fluency,5,89
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,meaning,5,35
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,simplicity,5,93
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,fluency,27,29
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,meaning,27,0
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,simplicity,27,32
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,fluency,8,56
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,simplicity,8,32
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,fluency,15,75
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,simplicity,3,100
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,meaning,15,7
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,meaning,14,7
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,fluency,2,91
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,meaning,2,49
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,simplicity,2,91
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,fluency,10,93
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,meaning,10,63
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,simplicity,10,38
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,fluency,24,92
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,meaning,24,100
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,simplicity,24,85
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,fluency,13,95
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,meaning,13,10
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,simplicity,13,100
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,fluency,3,85
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,simplicity,15,16
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,simplicity,6,100
"He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.","He died, and was buried`.",137,simplicity,14,100
A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,141,simplicity,13,25
A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,141,meaning,25,35
A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,141,simplicity,25,0
